Utterance,Speaker,Dialogue_ID,Start_Time,End_Time,Wav_Path,Video_Path,Emotion
a kind of responsibility.  Man for man.  You understand me?  And then I went home and it was incredible.,Ses04M_script01_3_M031,Ses04M_script01_3,250.99,262.58,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_M031.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script01_3.avi,sad
"There was no meaning in it here.  The whole thing to them was some sort of bus accident.  Then I went to work for dad and that whole rat race again.  I felt, what you said, ashamed somehow",Ses04M_script01_3_M032,Ses04M_script01_3,262.93,279.64,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_M032.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script01_3.avi,sad
because nobody was changed.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive;,Ses04M_script01_3_M033,Ses04M_script01_3,279.77,290.27,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_M033.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script01_3.avi,sad
"to open that bank book; to drive the new car; to see the new refrigerator.  I mean, you can take these things out of a war, but when you drive the new car, you have to know that it came out of the love a man can have for a man.",Ses04M_script01_3_M034,Ses04M_script01_3,291.06,305.63,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_M034.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script01_3.avi,sad
"You have to be a little better because of that.  Otherwise, we have is really loot and there's blood on it.  I don't want to take any of it.  I guess that included you.",Ses04M_script01_3_M035,Ses04M_script01_3,306.56,321.91,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_M035.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script01_3.avi,sad
"Annie, Annie, I'm going to make you a fortune.",Ses04M_script01_3_M037,Ses04M_script01_3,341.04,344.6,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_M037.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script01_3.avi,hap
What'll I do with a fortune?,Ses04M_script01_3_F027,Ses04M_script01_3,344.24,346.8002,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script01_3/Ses04M_script01_3_F027.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script01_3.avi,hap
"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid we'd miss it.  How you doing?",Ses04M_script02_1_M001,Ses04M_script02_1,15.29,21.59,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M001.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
Fine.,Ses04M_script02_1_F000,Ses04M_script02_1,21.14,22.91,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F000.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,neu
"Is that, is that - is that just foam?  I can't even tell.  Although, if you can't tell, it's probably isn't them.  It'll probably be unmistakable, don't you think?",Ses04M_script02_1_M002,Ses04M_script02_1,22.8751,34.92,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M002.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
"How you doing?  Oh, no, you know what I did?  I forgot to bring my flashlight.  How could I be so stupid?  I should have brought my flashlight.",Ses04M_script02_1_M003,Ses04M_script02_1,35.11,43.57,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M003.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
It's not yours.,Ses04M_script02_1_F002,Ses04M_script02_1,46.65,48.58,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F002.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,ang
Whose is it?,Ses04M_script02_1_M005,Ses04M_script02_1,48.3551,50.0,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M005.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,neu
"It's ours.  It's mine, too.",Ses04M_script02_1_F003,Ses04M_script02_1,49.52,52.27,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F003.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,ang
"Well, sure.",Ses04M_script02_1_M006,Ses04M_script02_1,51.84,53.328,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M006.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,fru
You kept saying my flashlight as if it's somehow just yours.  How is that supposed to make me feel?,Ses04M_script02_1_F004,Ses04M_script02_1,52.89,58.0,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F004.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,ang
"I wonder, do they always run during a full moon? I can't remember if it was full last year.  Remember?",Ses04M_script02_1_M008,Ses04M_script02_1,68.72,73.4,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M008.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
Yes.,Ses04M_script02_1_F005,Ses04M_script02_1,72.68,74.05,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F005.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,ang
"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",Ses04M_script02_1_M009,Ses04M_script02_1,73.7877,82.36,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M009.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,neu
You want my jacket?,Ses04M_script02_1_M012,Ses04M_script02_1,106.83,108.69,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M012.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,neu
It's after eleven; let's go home.,Ses04M_script02_1_F007,Ses04M_script02_1,108.19,110.4921,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F007.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,ang
Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?,Ses04M_script02_1_M013,Ses04M_script02_1,110.2,115.5,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M013.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,fru
There is no point in coming down here.,Ses04M_script02_1_F008,Ses04M_script02_1,115.21,117.38,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F008.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,ang
Right.,Ses04M_script02_1_M014,Ses04M_script02_1,117.11,118.01,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M014.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,neu
That's my point.,Ses04M_script02_1_F009,Ses04M_script02_1,117.51,118.9223,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F009.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,fru
"That's my point, too.",Ses04M_script02_1_M015,Ses04M_script02_1,118.55,120.82,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M015.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,neu
So let's go home.,Ses04M_script02_1_F010,Ses04M_script02_1,120.07,121.8587,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F010.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,ang
"No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?",Ses04M_script02_1_M016,Ses04M_script02_1,121.6219,129.4,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M016.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,fru
Not particularly.,Ses04M_script02_1_F011,Ses04M_script02_1,129.01,131.7097,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F011.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,fru
I just don't.  It's stupid.,Ses04M_script02_1_F012,Ses04M_script02_1,132.7516,135.55,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F012.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,ang
"Honey, this is a natural phenomenon.  I mean, this only happens once a year.  It's a great opportunity.  Think about the people in Kansas.  They'd have to get plane tickets and hotel reservations to come see this.  We're just forty minutes away.  It's too good to pass up.",Ses04M_script02_1_M018,Ses04M_script02_1,135.3091,149.4,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M018.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
"Pass up what?  These little fish swim onto the beach, flop around and then they swim away.  And then they die.",Ses04M_script02_1_F013,Ses04M_script02_1,149.07,156.28,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F013.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,ang
"Yeah, but that moment on the beach is the highlight of their little lives.  I mean, all that flopping around is laying eggs or what do you -- spawning or mating, something like that.",Ses04M_script02_1_M019,Ses04M_script02_1,155.73,167.088,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M019.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,fru
There's mystery here and magic.,Ses04M_script02_1_M020,Ses04M_script02_1,167.6,170.99,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M020.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
What are you so excited about?,Ses04M_script02_1_F014,Ses04M_script02_1,176.82,179.02,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F014.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,neu
"Oh, it's a big night for these guys.  Uh, life's last orgy.",Ses04M_script02_1_M021,Ses04M_script02_1,173.0554,177.2232,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M021.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
This isn't a moon landing we're talking about.  It's fish.  It's fish nobody even eats.,Ses04M_script02_1_F015,Ses04M_script02_1,179.05,183.72,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F015.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,fru
"Yeah, they do. Okay.  But it's fish who do something none of the other fish do; like the swallows are returning to Capistrano; or the lemmings throwing themselves off the cliffs, like that.",Ses04M_script02_1_M022,Ses04M_script02_1,183.12,193.33,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M022.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
There's mystery here and magic; a little bit of the unexplainable.  I don't see how you can not be interested.,Ses04M_script02_1_M023,Ses04M_script02_1,193.39,201.32,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M023.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
I'm just not.,Ses04M_script02_1_F016,Ses04M_script02_1,200.81,203.1767,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F016.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,fru
Yes.,Ses04M_script02_1_F017,Ses04M_script02_1,204.0766,205.5448,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F017.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,ang
"Last year, you will also remember, our shoes got wet.  I got sand in my panties.  We got into a big fight over nothing.  You got a sore throat and we did not see the grunions.",Ses04M_script02_1_F018,Ses04M_script02_1,218.74,228.8935,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F018.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,ang
We didn't see them the first time either.,Ses04M_script02_1_F019,Ses04M_script02_1,230.99,233.96,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F019.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,fru
"no, it's just seaweed, isn't it?  Oh, man, this is great.  I wouldn't miss this for anything.  I mean, think about this.  I know you're not interested, but just think about this for a minute.",Ses04M_script02_1_M028,Ses04M_script02_1,244.32,258.6359,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M028.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
Out there someplace is this huge mass of silver fish heading this way.  They don't know why.  We don't know why.  It wasn't a decision.  They didn't take a vote.  No one sent them an invitation or a map;,Ses04M_script02_1_M029,Ses04M_script02_1,258.7307,271.7548,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M029.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
"just some little instinctual time release firecracker went off in their little bodies and all as one, they turned and formed a line as long as the California coast and started swimming.",Ses04M_script02_1_M030,Ses04M_script02_1,271.7969,281.7952,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M030.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
They're swimming right now as if that's the only thing that matters.  It's single mindedness with no mind.  Urgency that's pure urge.,Ses04M_script02_1_M031,Ses04M_script02_1,281.85,291.49,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M031.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
"They don't know what drives them.  They don't give it a name or ask a question.  They just turn, as one, and start the swim that brings them here; to this place, where we stand, for a massive celebration of sex and death.  Oh, man, I'm giving myself goose bumps.  All my hairs are popping up.",Ses04M_script02_1_M032,Ses04M_script02_1,291.57,309.6906,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M032.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
That's the wind.,Ses04M_script02_1_F020,Ses04M_script02_1,309.3591,311.8692,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F020.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,fru
Well so what did you think?,Ses04M_script02_1_M033,Ses04M_script02_1,311.3956,314.0951,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_M033.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,exc
About what?,Ses04M_script02_1_F021,Ses04M_script02_1,313.7,315.45,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_1/Ses04M_script02_1_F021.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_1.avi,fru
"Look at this, goose bumps.",Ses04M_script02_2_F000,Ses04M_script02_2,5.9327,9.3542,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F000.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,neu
Well so what'd you think?,Ses04M_script02_2_M000,Ses04M_script02_2,8.9929,11.2696,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M000.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,neu
What I said.,Ses04M_script02_2_M001,Ses04M_script02_2,12.36,14.25,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M001.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,neu
Certainly is not.  It's slightly exaggerated scientific fact.,Ses04M_script02_2_M002,Ses04M_script02_2,15.2,19.09,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M002.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
"Carla, can I ask you something?  Don't take this the wrong way, but are you having your period?",Ses04M_script02_2_M005,Ses04M_script02_2,45.123000000000005,52.14,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M005.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
"Goddamn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",Ses04M_script02_2_F006,Ses04M_script02_2,51.7,58.18,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F006.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,ang
Well what's bugging you?,Ses04M_script02_2_M006,Ses04M_script02_2,57.53,59.26,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M006.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,ang
We just have different ideas about what this evening is supposed to look like.,Ses04M_script02_2_F007,Ses04M_script02_2,58.76,63.1633,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F007.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,ang
"There's nothing to it.  We come down here.  The grunions arrive.  They do their little fish business.  We go ooh, ah, look at the fish.  They go home.  We go home.",Ses04M_script02_2_M007,Ses04M_script02_2,62.61,72.26,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M007.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,ang
"We never do, do we?  Have we ever?",Ses04M_script02_2_F009,Ses04M_script02_2,75.29,78.7091,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F009.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,ang
Twice is every time we've tried.  That's ever.,Ses04M_script02_2_F010,Ses04M_script02_2,83.64,87.29,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F010.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
We'll see them this year.,Ses04M_script02_2_M011,Ses04M_script02_2,86.69,88.72,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M011.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
You don't have any idea what I'm saying.,Ses04M_script02_2_F012,Ses04M_script02_2,104.12,106.43,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F012.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
"No, of course, not.",Ses04M_script02_2_M013,Ses04M_script02_2,105.8,107.46,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M013.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
"I did want to see it.  I always do.  I keep thinking this time will be the time, but it never is.",Ses04M_script02_2_F013,Ses04M_script02_2,107.02,114.81,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F013.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,ang
It's just fish; nothing to get traumatized over.,Ses04M_script02_2_M014,Ses04M_script02_2,113.97,117.95,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M014.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
"I've been trying to work this backwards, but I can't seem to pinpoint the moment when we took a turn for the worse.",Ses04M_script02_2_M015,Ses04M_script02_2,119.17,124.55,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M015.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
"You were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see, I took a shower.  Uh, you watched the news.  You said the grunions are running tonight.  I said great, let's go.  I feel lucky tonight.",Ses04M_script02_2_M016,Ses04M_script02_2,124.63,137.22,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M016.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
"Uh,okay.  So I'm putting on my jacket; putting out the animals;",Ses04M_script02_2_M017,Ses04M_script02_2,137.2423,141.2,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M017.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
"uh, taking the car out of the gara- out of the garage.",Ses04M_script02_2_M018,Ses04M_script02_2,141.2,144.8084,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M018.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
Uh.,Ses04M_script02_2_M019,Ses04M_script02_2,145.47,147.1286,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M019.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
"It was about four years ago, right after we got married.  We thought I was pregnant and we had a bottle of champagne but no glasses.  You asked me to dance.  So we took off our shoes and you popped the cork.",Ses04M_script02_2_F016,Ses04M_script02_2,146.8614,161.1154,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F016.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,sad
"Wait a minute, I've got it.",Ses04M_script02_2_M020,Ses04M_script02_2,178.44299999999998,180.8,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M020.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,neu
Dancing barefoot in the sand; drinking champagne from the bottle.,Ses04M_script02_2_F018,Ses04M_script02_2,179.82,184.02,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F018.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,sad
"It was in the car, right?  Driving past the Knickerbocker Liquor Locker?  You said let's get some champagne and I said times a wasting or something like that.  Right?  That's it, right?  You want this to be like the other time.  That's it.  Of course.",Ses04M_script02_2_M021,Ses04M_script02_2,183.18,196.18,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M021.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,neu
I'd rather not remember some things.  I'd rather not hope for some things.,Ses04M_script02_2_F019,Ses04M_script02_2,195.62,200.95,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F019.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,sad
No.,Ses04M_script02_2_F020,Ses04M_script02_2,206.06,208.26,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F020.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,sad
No.,Ses04M_script02_2_F021,Ses04M_script02_2,210.05,212.3855,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F021.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,sad
"What, you want me to breathe in your ear?",Ses04M_script02_2_M024,Ses04M_script02_2,212.38,215.31,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M024.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
No.,Ses04M_script02_2_F022,Ses04M_script02_2,214.98,216.5281,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F022.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
You want to get married again?,Ses04M_script02_2_M025,Ses04M_script02_2,215.82,218.06,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_M025.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
No.,Ses04M_script02_2_F023,Ses04M_script02_2,217.4,218.63,./dataset/IEMOCAP_full_release/Session4/sentences/wav/Ses04M_script02_2/Ses04M_script02_2_F023.wav,./dataset/IEMOCAP_full_release/Session4/dialog/avi/DivX/Ses04M_script02_2.avi,fru
